154.0	46.0	9.0	19.0	
153.0	45.0	9.0	19.0	
153.0	44.0	10.0	20.0	
153.0	45.0	9.0	19.0	
153.0	44.0	9.0	19.0	
153.0	44.0	8.0	19.0	
153.0	44.0	9.0	19.0	
153.0	44.0	8.0	19.0	
153.0	45.0	9.0	19.0	
153.0	43.0	9.0	20.0	
151.0	43.0	9.0	19.0	
152.0	43.0	9.0	19.0	
151.0	42.0	10.0	20.0	
150.0	42.0	10.0	20.0	
150.0	42.0	10.0	19.0	
150.0	42.0	10.0	19.0	
150.0	42.0	11.0	20.0	
148.0	40.0	11.0	20.0	
148.0	41.0	10.0	19.0	
149.0	42.0	10.0	18.0	
149.0	42.0	10.0	19.0	
148.0	41.0	11.0	19.0	
147.0	41.0	10.0	19.0	
148.0	40.0	10.0	20.0	
146.0	39.0	11.0	19.0	
148.0	42.0	9.0	20.0	
149.0	41.0	9.0	20.0	
149.0	42.0	9.0	20.0	
147.0	41.0	10.0	20.0	
147.0	40.0	10.0	21.0	
148.0	40.0	9.0	21.0	
147.0	40.0	9.0	21.0	
148.0	41.0	9.0	21.0	
148.0	40.0	9.0	22.0	
147.0	40.0	9.0	22.0	
147.0	40.0	10.0	23.0	
148.0	39.0	9.0	23.0	
148.0	39.0	9.0	23.0	
148.0	39.0	10.0	23.0	
147.0	39.0	10.0	23.0	
147.0	39.0	10.0	23.0	
147.0	39.0	10.0	23.0	
147.0	39.0	10.0	23.0	
148.0	38.0	10.0	24.0	
148.0	39.0	10.0	23.0	
147.0	38.0	10.0	23.0	
147.0	37.0	11.0	23.0	
145.0	36.0	11.0	22.0	
144.0	35.0	11.0	22.0	
144.0	35.0	11.0	21.0	
145.0	36.0	10.0	20.0	
144.0	36.0	11.0	20.0	
144.0	35.0	10.0	19.0	
143.0	34.0	10.0	18.0	
144.0	37.0	10.0	18.0	
144.0	37.0	9.0	17.0	
143.0	36.0	10.0	17.0	
142.0	36.0	10.0	16.0	
143.0	38.0	9.0	17.0	
141.0	36.0	10.0	16.0	
142.0	36.0	9.0	17.0	
142.0	35.0	10.0	16.0	
140.0	35.0	11.0	16.0	
140.0	35.0	10.0	16.0	
141.0	36.0	10.0	15.0	
142.0	37.0	9.0	15.0	
140.0	36.0	10.0	15.0	
139.0	34.0	11.0	16.0	
140.0	34.0	10.0	15.0	
140.0	34.0	10.0	16.0	
140.0	34.0	9.0	16.0	
139.0	34.0	10.0	16.0	
139.0	34.0	10.0	15.0	
139.0	35.0	10.0	15.0	
139.0	35.0	10.0	15.0	
139.0	35.0	10.0	16.0	
138.0	34.0	10.0	15.0	
138.0	32.0	11.0	17.0	
138.0	33.0	10.0	17.0	
138.0	33.0	10.0	16.0	
139.0	35.0	10.0	17.0	
138.0	34.0	10.0	16.0	
138.0	34.0	9.0	16.0	
137.0	33.0	10.0	16.0	
137.0	32.0	10.0	17.0	
136.0	31.0	11.0	17.0	
137.0	32.0	10.0	17.0	
136.0	32.0	10.0	17.0	
136.0	32.0	10.0	16.0	
136.0	33.0	10.0	16.0	
135.0	33.0	10.0	15.0	
135.0	34.0	10.0	15.0	
135.0	32.0	9.0	16.0	
135.0	33.0	9.0	15.0	
134.0	33.0	10.0	15.0	
135.0	32.0	10.0	15.0	
134.0	32.0	10.0	16.0	
134.0	31.0	10.0	15.0	
133.0	32.0	10.0	15.0	
133.0	33.0	10.0	15.0	
133.0	32.0	9.0	15.0	
133.0	32.0	9.0	14.0	
133.0	33.0	10.0	14.0	
133.0	33.0	10.0	14.0	
133.0	32.0	9.0	14.0	
132.0	32.0	10.0	14.0	
132.0	31.0	9.0	15.0	
133.0	31.0	8.0	15.0	
132.0	30.0	9.0	15.0	
132.0	31.0	9.0	14.0	
132.0	32.0	10.0	14.0	
132.0	31.0	10.0	15.0	
131.0	29.0	11.0	16.0	
132.0	31.0	10.0	15.0	
131.0	32.0	10.0	14.0	
132.0	31.0	9.0	14.0	
131.0	31.0	10.0	14.0	
131.0	30.0	10.0	14.0	
131.0	31.0	9.0	14.0	
130.0	29.0	10.0	15.0	
130.0	29.0	10.0	16.0	
130.0	29.0	10.0	16.0	
130.0	29.0	10.0	16.0	
130.0	29.0	10.0	16.0	
130.0	29.0	10.0	15.0	
130.0	29.0	10.0	15.0	
130.0	29.0	10.0	15.0	
130.0	29.0	9.0	15.0	
130.0	30.0	9.0	15.0	
129.0	28.0	10.0	16.0	
129.0	28.0	9.0	15.0	
129.0	28.0	10.0	16.0	
128.0	28.0	10.0	15.0	
129.0	28.0	9.0	14.0	
129.0	28.0	9.0	14.0	
128.0	28.0	10.0	15.0	
128.0	28.0	10.0	15.0	
128.0	28.0	10.0	15.0	
128.0	27.0	10.0	16.0	
128.0	27.0	10.0	16.0	
127.0	27.0	10.0	16.0	
127.0	27.0	10.0	16.0	
127.0	27.0	10.0	15.0	
128.0	28.0	9.0	15.0	
128.0	28.0	9.0	15.0	
128.0	27.0	10.0	15.0	
127.0	25.0	10.0	16.0	
127.0	24.0	10.0	16.0	
127.0	26.0	9.0	15.0	
127.0	27.0	10.0	14.0	
128.0	27.0	9.0	16.0	
126.0	25.0	10.0	15.0	
127.0	25.0	9.0	15.0	
127.0	26.0	10.0	15.0	
127.0	25.0	10.0	15.0	
127.0	25.0	10.0	15.0	
127.0	25.0	10.0	15.0	
127.0	25.0	9.0	16.0	
127.0	25.0	9.0	17.0	
127.0	24.0	10.0	16.0	
126.0	24.0	10.0	16.0	
126.0	24.0	10.0	16.0	
126.0	24.0	9.0	16.0	
126.0	23.0	9.0	16.0	
126.0	25.0	9.0	15.0	
126.0	25.0	9.0	15.0	
125.0	24.0	10.0	15.0	
125.0	24.0	10.0	15.0	
124.0	23.0	10.0	15.0	
125.0	23.0	9.0	15.0	
124.0	24.0	10.0	15.0	
124.0	23.0	9.0	15.0	
123.0	23.0	10.0	16.0	
123.0	23.0	10.0	16.0	
123.0	22.0	10.0	15.0	
123.0	23.0	10.0	15.0	
123.0	23.0	10.0	14.0	
123.0	23.0	10.0	15.0	
123.0	23.0	10.0	14.0	
124.0	24.0	9.0	14.0	
124.0	24.0	9.0	14.0	
123.0	23.0	10.0	15.0	
124.0	22.0	9.0	15.0	
124.0	21.0	9.0	16.0	
124.0	22.0	8.0	15.0	
123.0	22.0	9.0	15.0	
123.0	21.0	9.0	15.0	
123.0	21.0	9.0	15.0	
123.0	22.0	9.0	15.0	
123.0	22.0	10.0	15.0	
123.0	23.0	10.0	15.0	
123.0	22.0	10.0	15.0	
123.0	22.0	10.0	15.0	
123.0	21.0	10.0	16.0	
123.0	21.0	10.0	15.0	
123.0	21.0	10.0	14.0	
123.0	21.0	10.0	15.0	
123.0	22.0	10.0	14.0	
123.0	20.0	10.0	15.0	
123.0	20.0	10.0	15.0	
123.0	21.0	9.0	14.0	
123.0	21.0	10.0	15.0	
123.0	21.0	10.0	16.0	
123.0	21.0	9.0	15.0	
123.0	20.0	10.0	16.0	
123.0	20.0	10.0	16.0	
123.0	20.0	9.0	17.0	
123.0	20.0	9.0	15.0	
123.0	21.0	9.0	15.0	
122.0	19.0	9.0	15.0	
122.0	20.0	10.0	15.0	
123.0	20.0	9.0	14.0	
123.0	20.0	9.0	14.0	
